show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s314,TV Show,The Wind Season,Daisuke Ito,"Yuki Sato, Rosa Fernandez, Isabella Santos, Carlos Gutierrez, Hana Yoshida",India,"May 22, 2023",2013,TV-PG,3 Seasons,"International TV Shows, Korean TV Shows",Loyalty is tested when the stakes are raised in this touching series.
s315,Movie,Operation Wicked Kingdom,Elena Rossi,"Chris O'Malley, Soo-Jin Park",India,"September 1, 2023",2023,PG,85 min,"International Movies, Anime Features, Horror Movies","In a futuristic world, a curious outsider leads a quest for justice."
s316,Movie,Fierce Waters,Roberto Vega,"Gabriel Torres, Anna Schmidt, Marcus Campbell",United States,"May 11, 2019",2016,PG,105 min,"Children & Family Movies, Dramas, Comedies","In a quiet suburb, a curious outsider is thrust into an adventure of a lifetime."
s317,TV Show,Into the Kingdom,Aiko Nakamura,"Yuna Lee, Priya Desai, Olga Ivanova",United States,"April 7, 2021",2021,TV-PG,1 Season,"Docuseries, International TV Shows",This award-winning series examines the cost of ambition.
s318,TV Show,The Endless River,,"Priya Desai, Soo-Jin Park, Emma Rodriguez, Olga Ivanova",Colombia,"December 19, 2020",2016,TV-14,2 Seasons,International TV Shows,"When a sudden tragedy reveals hidden truths, estranged siblings must face their fears."
s319,TV Show,Moon of Flames,,"Marcus Campbell, Soo-Jin Park, Kenji Mori, Chris O'Malley, Helga Braun",India,"August 10, 2019",2019,TV-MA,1 Season,"Docuseries, International TV Shows",This visually stunning series chronicles the bonds of family.
s320,Movie,Village,Takeshi Yamamoto,"Isabella Santos, Emma Rodriguez",United States,"April 4, 2019",2017,TV-MA,96 min,Sci-Fi & Fantasy,"In a prestigious academy, a curious outsider embarks on an adventure of a lifetime."
s321,Movie,River in the Lonely Snow,,"Yuki Sato, David Okafor, Zara Khan, Erik Svensson, Gabriel Torres",Canada,"December 25, 2021",2019,R,104 min,"Documentaries, Action & Adventure",A brilliant lawyer is drawn into an unexpected truth in this gripping film.
s322,Movie,Beyond the Darkness,Amara Okafor,"Zara Khan, Kenji Mori",United States,"August 21, 2018",2018,TV-MA,126 min,"Horror Movies, Action & Adventure, Anime Features",This critically acclaimed film examines the bonds of family.
s323,TV Show,Sweet,Hana Park,"Emma Rodriguez, Nina Petrova, Yumiko Hayashi","France, United States","April 16, 2021",2015,TV-PG,1 Season,"Korean TV Shows, Reality TV","In a quiet suburb, a misunderstood loner leads an adventure of a lifetime."
s324,TV Show,City Mind,Thomas Weber,"Deepika Iyer, Thomas Fischer",Brazil,"November 24, 2019",2017,TV-14,1 Season,"International TV Shows, TV Dramas, Docuseries","With nothing left to lose, a retired agent escapes to seek redemption."
s325,Movie,Operation Digital Mirror,,"Carlos Gutierrez, Liam Nakamura, Stefan Richter, Deepika Iyer","France, India","May 4, 2018",2018,R,93 min,International Movies,This visually stunning film delves into life in a changing world.
s326,Movie,Sacred,,"Lucia Morales, Aisha Johnson",United States,"November 27, 2020",2010,R,70 min,"Anime Features, Documentaries","In a bustling city, a misunderstood loner is thrust into a quest for justice."
s327,TV Show,The Season Diaries,,"Priya Desai, Gabriel Torres, Julia Schneider, Marie Jorgensen, Yoko Tanaka","Norway, United Kingdom","September 5, 2017",2016,TV-MA,3 Seasons,"TV Dramas, Korean TV Shows","When a chance encounter reveals hidden truths, estranged siblings must uncover the truth."
s328,TV Show,Project Wind,Hana Park,"Marco Bianchi, Erik Svensson, Isabella Santos, Alejandro Reyes, Fatima Hassan",Philippines,"January 29, 2022",2020,TV-MA,1 Season,"International TV Shows, Crime TV Shows",Loyalty is tested when the stakes are raised in this suspenseful series.
s329,TV Show,Into the Rain,,"Nadia Ali, Christopher Lee, Tariq Rahman, Thomas Fischer",India,"June 21, 2023",2020,TV-Y,6 Seasons,International TV Shows,A determined detective discovers a dark secret in this gripping series.
s330,TV Show,Project Mind,,"Raj Mehta, Emma Rodriguez, Zara Khan, Chiara Colombo, Sanjay Patel",United States,"February 21, 2018",2013,TV-MA,1 Season,International TV Shows,"Armed with a dangerous secret, a man travels to protect loved ones."
s331,Movie,The Last Flame,Takeshi Yamamoto,"Sanjay Patel, Fatima Hassan, Emeka Eze, Luis Herrera, Amara Williams",Brazil,"April 7, 2021",2020,R,84 min,Children & Family Movies,"Following a devastating loss, a single parent escapes to start a new life."
s332,Movie,River in the Wicked City,Yuna Kim,"Lucas Andersson, Mi-Young Choi, Mina Aoki, Vikram Sharma",India,"January 11, 2018",2014,R,133 min,Action & Adventure,Friendship is tested when alliances shift in this darkly comic drama.
s333,Movie,The Truth Diaries,James Chen,"Olga Ivanova, Zara Khan, Mei Chen","United States, France, Philippines","April 26, 2020",2019,R,123 min,Anime Features,Ambition is tested when the stakes are raised in this darkly comic drama.
s334,Movie,The Lonely Star,Alejandro Cruz,"Stefan Richter, Soo-Jin Park, Priyanka Reddy",India,"July 5, 2021",2021,PG,79 min,"International Movies, Anime Features","When an old letter reveals hidden truths, estranged siblings must uncover the truth."
s335,Movie,Shadow Voice,,"Yoko Tanaka, Michael Adeyemi",India,"December 8, 2022",2018,PG,104 min,"International Movies, Thrillers","When a family reunion upends everything, a small community must face their fears."
s336,Movie,The Earth Sun,Takeshi Yamamoto,"Vikram Sharma, Daisuke Ito, Katarina Novak, Mi-Young Choi, David Okafor",India,"January 25, 2016",2013,TV-PG,73 min,"Documentaries, Dramas",This thought-provoking film chronicles the weight of tradition.
s337,TV Show,Operation Hidden Soul,Yuki Tanaka,"Eva Lindberg, Rosa Fernandez, Isabelle Martin, Isabella Santos",United States,"December 25, 2022",2022,TV-MA,2 Seasons,"International TV Shows, Kids' TV, Korean TV Shows","When an old letter forces difficult choices, unlikely allies must rebuild their lives."
s338,Movie,House of Suns,,"Vikram Sharma, Clara Weber, Carlos Gutierrez, Sanjay Patel, Marco Bianchi",United Kingdom,"April 14, 2022",2021,TV-PG,70 min,"International Movies, Comedies, Thrillers","When a strange discovery forces difficult choices, two strangers must face their fears."
s339,Movie,The Earth Voice,Aiko Nakamura,"Isabella Santos, Patrick Murphy",Turkey,"November 28, 2020",2020,PG-13,103 min,"International Movies, Documentaries","After years abroad, a man arrives in confront unfinished business."
s340,Movie,First Lights,Sofia Alvarez,"Mei Chen, Isabella Santos, Priya Desai, Daisuke Ito, Roberto Mendez",Spain,"December 11, 2022",2010,TV-MA,109 min,"International Movies, Sci-Fi & Fantasy, Stand-Up Comedy",This critically acclaimed film delves into life in a changing world.
s341,Movie,Fires and Years,,"Rafael Silva, Lucia Morales, Priya Desai, Hana Yoshida, Zara Khan",Canada,"January 9, 2019",2016,R,140 min,"International Movies, Documentaries",This emotionally charged film examines the pursuit of dreams.
s342,Movie,A Digital Memory,Patrick Sullivan,"Chloe Dubois, Yuna Lee",United States,"July 19, 2020",2019,PG-13,98 min,"Stand-Up Comedy, Horror Movies","In a remote village, a misunderstood loner embarks on a race against time."
s343,TV Show,Dusk of Snows,Sofia Alvarez,"Omar Diallo, Michael Adeyemi, Liam Nakamura, Mi-Young Choi",India,"October 29, 2020",2020,TV-MA,6 Seasons,International TV Shows,"With nothing left to lose, a man escapes to solve an old mystery."
s344,Movie,Into the Season,Carlos Mendez,"Sophie Laurent, Fatima Hassan, Chloe Dubois, Takeshi Honda, Emeka Eze",India,"October 9, 2020",2020,TV-14,76 min,"Comedies, Documentaries","When a family reunion forces difficult choices, estranged siblings must fight for survival."
s345,Movie,The Scarlet City,Sofia Alvarez,"Amara Williams, Marco Bianchi, Rosa Fernandez",United Kingdom,"November 5, 2019",2019,TV-MA,115 min,"International Movies, Stand-Up Comedy, Thrillers","In a prestigious academy, a former champion leads a race against time."
s346,TV Show,The Road Road,Sofia Alvarez,"Alejandro Reyes, Marcus Campbell, Mei Chen, Raj Mehta, Layla Hadid",Germany,"August 30, 2018",2017,TV-14,1 Season,"International TV Shows, Docuseries, Reality TV",A young entrepreneur discovers an unexpected truth in this intense series.
s347,Movie,Twisted Kingdom Darkness,Marie Dubois,"Erik Svensson, Yuki Sato, Anya Sokolova, Lucas Andersson","United States, Turkey","December 22, 2023",2023,PG-13,105 min,Comedies,"In a prestigious academy, an unlikely hero embarks on a dangerous mission."
s348,Movie,Dawns and Forests,Hana Park,"James Park, Soo-Jin Park","India, United Kingdom","February 14, 2018",2018,TV-14,141 min,"International Movies, Thrillers","Haunted by the past, a retired agent returns home to confront unfinished business."
s349,Movie,Stars and Deserts,Chloe Martin,"David Okafor, Carlos Gutierrez","United Kingdom, Turkey","February 17, 2019",2019,R,89 min,Comedies,This critically acclaimed film explores the complexities of modern love.
s350,Movie,Operation Midnight Wind,,"Takeshi Honda, Anya Sokolova",India,"March 24, 2021",2015,PG-13,83 min,"International Movies, Action & Adventure",Friendship is tested when alliances shift in this suspenseful drama.
s351,Movie,Rivers and Rivers,Marcus Johnson,"Emma Rodriguez, James Park, Amara Williams, Ji-Hye Kim, Patrick Murphy",Poland,"April 8, 2021",2017,PG-13,100 min,International Movies,"Haunted by the past, a single parent returns home to protect loved ones."
s352,Movie,When Thunders Fall,Sanjay Gupta,"Chris O'Malley, Luis Herrera, Marco Bianchi, Gabriel Torres",Japan,"February 19, 2018",2017,TV-MA,81 min,"International Movies, Children & Family Movies","Following a devastating loss, a retired agent returns home to seek redemption."
s353,TV Show,Operation Ancient Night,Roberto Vega,"Chiara Colombo, Priya Desai, Astrid Nilsen","India, United Kingdom, United States","February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, TV Comedies",A troubled teacher struggles with a dark secret in this gripping series.
s354,Movie,Savage Winds,Nathaniel Brooks,"Fatima Hassan, Emma Rodriguez, Liam Nakamura, Priya Desai",United States,"November 28, 2022",2021,TV-MA,73 min,"International Movies, Romantic Movies, Thrillers","In a quiet suburb, a seasoned professional embarks on a quest for justice."
s355,Movie,Velvet Seasons,James Chen,"Patrick Murphy, Yuki Sato, Sanjay Patel, Lucia Morales",India,"January 14, 2021",2019,PG-13,131 min,"International Movies, Thrillers",A reluctant scientist navigates an unexpected truth in this intense film.
s356,Movie,Project Heart,Takeshi Yamamoto,"Felix Hoffman, Samuel Obi, Emma Rodriguez, Priya Desai, Anya Sokolova",United States,"October 18, 2022",2014,R,132 min,"Documentaries, Action & Adventure",This visually stunning film examines the complexities of modern love.
s357,Movie,Darkness in the Gentle City,Raj Patel,"Aisha Johnson, Raj Mehta",United Kingdom,"February 3, 2021",2021,TV-MA,122 min,"Romantic Movies, Stand-Up Comedy",This visually stunning film delves into the weight of tradition.
s358,TV Show,Dusk in the Lost World,Sofia Alvarez,"Marco Bianchi, Kofi Asante, Oscar Lindgren",Mexico,"December 25, 2017",2016,TV-14,1 Season,"International TV Shows, Docuseries","After years abroad, a man travels to confront unfinished business."
s359,Movie,Hidden Dawn Dawn,,"Chloe Dubois, Soo-Jin Park, Mei Chen, Ji-Hye Kim",United States,"August 19, 2022",2021,TV-14,86 min,"International Movies, Horror Movies","When an old letter upends everything, unlikely allies must face their fears."
s360,Movie,My Bright Mind,Marie Dubois,"Chris O'Malley, Yuki Sato, Liam Nakamura, David Okafor, Chloe Dubois",Argentina,"May 13, 2021",2016,R,151 min,"International Movies, Thrillers, Anime Features","In a remote village, a misunderstood loner embarks on a dangerous mission."
s361,TV Show,Operation Fierce Day,Amara Okafor,"Luis Herrera, Aisha Johnson",Canada,"March 3, 2022",2019,TV-14,1 Season,"Reality TV, Docuseries, Kids' TV",This thought-provoking series examines the weight of tradition.
s362,Movie,The Snow Diaries,Thomas Weber,"Fatima Hassan, Chris O'Malley",Thailand,"January 14, 2020",2018,TV-MA,86 min,"International Movies, Dramas","In a remote village, a curious outsider reluctantly joins a race against time."
s363,Movie,Fading Bridges,,"Thomas Fischer, Anya Sokolova, Oscar Lindgren, Sophie Laurent",Spain,"February 12, 2021",2017,PG,119 min,"Documentaries, International Movies",A reluctant scientist navigates a dark secret in this riveting film.
s364,TV Show,My Wicked Shadow,James Chen,"Marcus Campbell, Soo-Jin Park, Rosa Fernandez, Patrick Murphy",India,"July 18, 2017",2015,TV-14,1 Season,"Crime TV Shows, Kids' TV, TV Dramas",Courage is tested when alliances shift in this suspenseful series.
s365,Movie,When Citys Fall,Takeshi Yamamoto,"William Chen, Diego Cruz, Chris O'Malley, Ravi Kapoor, Yuki Sato","Nigeria, United States, Peru","September 6, 2018",2015,TV-MA,122 min,"Comedies, Sci-Fi & Fantasy",This emotionally charged film chronicles the bonds of family.
s366,Movie,Burning Years,Omar Hassan,"Thomas Fischer, Roberto Mendez, Mei Chen, Soo-Jin Park",Brazil,"October 12, 2020",2020,TV-14,96 min,International Movies,"In a bustling city, a misunderstood loner embarks on a quest for justice."
s367,Movie,The Last Promise,Tariq Mahmoud,"Katarina Novak, Elise Moreau, David Okafor",France,"December 11, 2022",2021,PG-13,70 min,"Thrillers, Stand-Up Comedy, International Movies","In a bustling city, an unlikely hero embarks on a quest for justice."
s368,Movie,Path,Nina Petrova,"Liam Nakamura, Diego Cruz","Brazil, South Korea, Italy","December 19, 2023",2021,TV-MA,109 min,"International Movies, Sci-Fi & Fantasy, Dramas",A troubled detective is drawn into a life-changing opportunity in this compelling film.
s369,Movie,Garden Wind,Elise Moreau,"Chris O'Malley, Omar Diallo, Marco Bianchi, Raj Mehta",United Kingdom,"February 26, 2019",2004,TV-PG,70 min,"Documentaries, Comedies","When a strange discovery reveals hidden truths, a group of friends must uncover the truth."
s370,Movie,The Pale Moon,Stefan Mueller,"Chloe Dubois, Kenji Mori, Patrick Murphy, Chris O'Malley",United Kingdom,"October 2, 2019",2019,TV-14,137 min,"Documentaries, Horror Movies, Comedies",This visually stunning film delves into the weight of tradition.
s371,Movie,Beyond the Flame,Gabriel Santos,"Yuki Sato, Rosa Fernandez, Chloe Dubois",United States,"February 15, 2018",2013,TV-MA,109 min,"Children & Family Movies, Comedies","In a futuristic world, a seasoned professional reluctantly joins an adventure of a lifetime."
s372,Movie,The Bitter Promise,Lucas Fernandez,"Pierre Lefevre, Yumiko Hayashi, Simone Costa, Soo-Jin Park, Emma Rodriguez","India, United States","January 11, 2020",2020,PG,117 min,"Dramas, Romantic Movies","After years abroad, a teenager escapes to confront unfinished business."
s373,Movie,Digital Waters,Nathaniel Brooks,"Marcus Campbell, Liam Nakamura, Marco Bianchi, Sanjay Patel, Emma Rodriguez","India, United States, United Kingdom","June 8, 2019",2014,TV-MA,140 min,Children & Family Movies,A reluctant artist navigates an unexpected truth in this riveting film.
s374,Movie,Garden in the Deep Door,Amara Okafor,"Emma Rodriguez, Sarah Mitchell, Hana Yoshida",United States,"January 8, 2020",2020,PG-13,70 min,Horror Movies,"With nothing left to lose, a man escapes to start a new life."
s375,Movie,The Last Truth,,"Nadia Ali, Amara Williams",United States,"March 20, 2021",2018,PG-13,128 min,"Sci-Fi & Fantasy, Comedies",Friendship is tested when worlds collide in this captivating drama.
s376,TV Show,Operation Lonely Darkness,Sofia Alvarez,"Liam Nakamura, Elena Popova, Zara Khan, Kenji Mori",India,"February 5, 2019",2018,TV-Y7,1 Season,"Crime TV Shows, International TV Shows",This award-winning series sheds light on the bonds of family.
s377,Movie,Earth in the Glass Star,Sofia Alvarez,"Thomas Fischer, Yoko Tanaka, Omar Diallo, Soo-Jin Park, Felix Hoffman",United States,"February 17, 2023",2022,TV-PG,118 min,"Romantic Movies, Documentaries, Stand-Up Comedy",This thought-provoking film delves into the cost of ambition.
s378,Movie,The Last Snow,Marie Dubois,"Eva Lindberg, Marco Bianchi, Kofi Asante","India, United States, Canada","September 26, 2020",2020,TV-14,111 min,"Sci-Fi & Fantasy, Dramas",This thought-provoking film delves into life in a changing world.
